1,STATE ABBREVIATION,STATE,DISTRICT,FEC ID,(I) INCUMBENT INDICATOR,CANDIDATE NAME (First),CANDIDATE NAME (Last),CANDIDATE NAME,TOTAL VOTES,PARTY,PRIMARY VOTES,PRIMARY %,RUNOFF VOTES,RUNOFF %,GENERAL VOTES ,GENERAL %,GE RUNOFF ELECTION VOTES (when applicable),GE RUNOFF ELECTION % (when applicable),COMBINED GE PARTY TOTALS (when applicable),COMBINED GE PARTY % (when applicable),PE WINNER INDICATOR,GE WINNER INDICATOR,FOOTNOTES,1ST ROUND RCV VOTES,1ST ROUND RCV %,2ND ROUND RCV VOTES,2ND ROUND RCV %,3RD ROUND RCV VOTES,3RD ROUND RCV %
4136,VA,Virginia,05,H2VA05125,,Daniel Robert,Moy,"Moy, Daniel Robert",,R,,,,,,,,,,,,,"*  In Virginia, the Democratic and Republican Parties may choose to nominate by convention rather than by primary election.  The Democratic Party used the primary election for all U.S. House Districts except Districts 6 and 9.  The District 6 and 9 convention/caucus dates were scheduled after no candidates qualified for the primary election.  The Democratic convention date for District 6 was June 11, 2022, and the caucus date for District 9 was May 21, 2022.  The Republican Party used the primary election for U.S. House Districts 1-4, 6, 7 and 9.  The Republican Party convention/canvass date is May 21, 2022, for Districts 5, 8 and 10.  The Republican Party convention/canvass date for District 11 is May 7, 2022.  Convention nominees are noted with an asterisk.",,,,,,
4137,VA,Virginia,05,H2VA05091,,Joshua M.,Throneburg,"Throneburg, Joshua M.",,D,Unopposed,,,,129996,42.2373487125335%,,,,,W,,"*  In Virginia, the Democratic and Republican Parties may choose to nominate by convention rather than by primary election.  The Democratic Party used the primary election for all U.S. House Districts except Districts 6 and 9.  The District 6 and 9 convention/caucus dates were scheduled after no candidates qualified for the primary election.  The Democratic convention date for District 6 was June 11, 2022, and the caucus date for District 9 was May 21, 2022.  The Republican Party used the primary election for U.S. House Districts 1-4, 6, 7 and 9.  The Republican Party convention/canvass date is May 21, 2022, for Districts 5, 8 and 10.  The Republican Party convention/canvass date for District 11 is May 7, 2022.  Convention nominees are noted with an asterisk.",,,,,,
4138,VA,Virginia,05,n/a,,,Scattered,Scattered,,W,,,,,588,0.191048655673788%,,,,,,,,,,,,,
4139,VA,Virginia,05,n/a,,,,,District Votes:,,,,,,307775,,,,,,,,,,,,,,
4140,VA,Virginia,,n/a,,,,DISTRICT 6,,,,,,,,,,,,,,,"*  In Virginia, the Democratic and Republican Parties may choose to nominate by convention rather than by primary election.  The Democratic Party used the primary election for all U.S. House Districts except Districts 6 and 9.  The District 6 and 9 convention/caucus dates were scheduled after no candidates qualified for the primary election.  The Democratic convention date for District 6 was June 11, 2022, and the caucus date for District 9 was May 21, 2022.  The Republican Party used the primary election for U.S. House Districts 1-4, 6, 7 and 9.  The Republican Party convention/canvass date is May 21, 2022, for Districts 5, 8 and 10.  The Republican Party convention/canvass date for District 11 is May 7, 2022.  Convention nominees are noted with an asterisk.",,,,,,
4141,VA,Virginia,06,H8VA06104,(I),Ben L.,Cline,"Cline, Ben L.",,R,19620,82.1470440462234%,,,173352,64.3878305247167%,,,,,W,W,"*  In Virginia, the Democratic and Republican Parties may choose to nominate by convention rather than by primary election.  The Democratic Party used the primary election for all U.S. House Districts except Districts 6 and 9.  The District 6 and 9 convention/caucus dates were scheduled after no candidates qualified for the primary election.  The Democratic convention date for District 6 was June 11, 2022, and the caucus date for District 9 was May 21, 2022.  The Republican Party used the primary election for U.S. House Districts 1-4, 6, 7 and 9.  The Republican Party convention/canvass date is May 21, 2022, for Districts 5, 8 and 10.  The Republican Party convention/canvass date for District 11 is May 7, 2022.  Convention nominees are noted with an asterisk.",,,,,,
4142,VA,Virginia,06,H2VA06206,,Merritt D.,Hale,"Hale, Merritt D.",,R,4264,17.8529559537766%,,,,,,,,,,,"*  In Virginia, the Democratic and Republican Parties may choose to nominate by convention rather than by primary election.  The Democratic Party used the primary election for all U.S. House Districts except Districts 6 and 9.  The District 6 and 9 convention/caucus dates were scheduled after no candidates qualified for the primary election.  The Democratic convention date for District 6 was June 11, 2022, and the caucus date for District 9 was May 21, 2022.  The Republican Party used the primary election for U.S. House Districts 1-4, 6, 7 and 9.  The Republican Party convention/canvass date is May 21, 2022, for Districts 5, 8 and 10.  The Republican Party convention/canvass date for District 11 is May 7, 2022.  Convention nominees are noted with an asterisk.",,,,,,
4143,VA,Virginia,06,n/a,,,,,Party Votes:,R,23884,,,,,,,,,,,,"*  In Virginia, the Democratic and Republican Parties may choose to nominate by convention rather than by primary election.  The Democratic Party used the primary election for all U.S. House Districts except Districts 6 and 9.  The District 6 and 9 convention/caucus dates were scheduled after no candidates qualified for the primary election.  The Democratic convention date for District 6 was June 11, 2022, and the caucus date for District 9 was May 21, 2022.  The Republican Party used the primary election for U.S. House Districts 1-4, 6, 7 and 9.  The Republican Party convention/canvass date is May 21, 2022, for Districts 5, 8 and 10.  The Republican Party convention/canvass date for District 11 is May 7, 2022.  Convention nominees are noted with an asterisk.",,,,,,
4144,VA,Virginia,06,H8VA06138,,Jennifer Lynn,Lewis,"Lewis, Jennifer Lynn",,D,*,,,,95410,35.4379696245975%,,,,,*,,"*  In Virginia, the Democratic and Republican Parties may choose to nominate by convention rather than by primary election.  The Democratic Party used the primary election for all U.S. House Districts except Districts 6 and 9.  The District 6 and 9 convention/caucus dates were scheduled after no candidates qualified for the primary election.  The Democratic convention date for District 6 was June 11, 2022, and the caucus date for District 9 was May 21, 2022.  The Republican Party used the primary election for U.S. House Districts 1-4, 6, 7 and 9.  The Republican Party convention/canvass date is May 21, 2022, for Districts 5, 8 and 10.  The Republican Party convention/canvass date for District 11 is May 7, 2022.  Convention nominees are noted with an asterisk.",,,,,,
4145,VA,Virginia,06,n/a,,,Scattered,Scattered,,W,,,,,469,0.174199850685842%,,,,,,,,,,,,,
4146,VA,Virginia,06,n/a,,,,,District Votes:,,23884,,,,269231,,,,,,,,,,,,,,
4147,VA,Virginia,,n/a,,,,DISTRICT 7,,,,,,,,,,,,,,,"*  In Virginia, the Democratic and Republican Parties may choose to nominate by convention rather than by primary election.  The Democratic Party used the primary election for all U.S. House Districts except Districts 6 and 9.  The District 6 and 9 convention/caucus dates were scheduled after no candidates qualified for the primary election.  The Democratic convention date for District 6 was June 11, 2022, and the caucus date for District 9 was May 21, 2022.  The Republican Party used the primary election for U.S. House Districts 1-4, 6, 7 and 9.  The Republican Party convention/canvass date is May 21, 2022, for Districts 5, 8 and 10.  The Republican Party convention/canvass date for District 11 is May 7, 2022.  Convention nominees are noted with an asterisk.",,,,,,
4148,VA,Virginia,07,H8VA07094,(I),Abigail A.,Spanberger,"Spanberger, Abigail A.",,D,Unopposed,,,,143357,52.2095564134314%,,,,,W,W,"*  In Virginia, the Democratic and Republican Parties may choose to nominate by convention rather than by primary election.  The Democratic Party used the primary election for all U.S. House Districts except Districts 6 and 9.  The District 6 and 9 convention/caucus dates were scheduled after no candidates qualified for the primary election.  The Democratic convention date for District 6 was June 11, 2022, and the caucus date for District 9 was May 21, 2022.  The Republican Party used the primary election for U.S. House Districts 1-4, 6, 7 and 9.  The Republican Party convention/canvass date is May 21, 2022, for Districts 5, 8 and 10.  The Republican Party convention/canvass date for District 11 is May 7, 2022.  Convention nominees are noted with an asterisk.",,,,,,
4149,VA,Virginia,07,H2VA07261,,Yesli I.,Vega,"Vega, Yesli I.",,R,10913,28.9408083165376%,,,130586,47.5584529098988%,,,,,W,,"*  In Virginia, the Democratic and Republican Parties may choose to nominate by convention rather than by primary election.  The Democratic Party used the primary election for all U.S. House Districts except Districts 6 and 9.  The District 6 and 9 convention/caucus dates were scheduled after no candidates qualified for the primary election.  The Democratic convention date for District 6 was June 11, 2022, and the caucus date for District 9 was May 21, 2022.  The Republican Party used the primary election for U.S. House Districts 1-4, 6, 7 and 9.  The Republican Party convention/canvass date is May 21, 2022, for Districts 5, 8 and 10.  The Republican Party convention/canvass date for District 11 is May 7, 2022.  Convention nominees are noted with an asterisk.",,,,,,
4150,VA,Virginia,07,H2VA01108,,Derrick M.,Anderson,"Anderson, Derrick M.",,R,8966,23.7774477564443%,,,,,,,,,,,"*  In Virginia, the Democratic and Republican Parties may choose to nominate by convention rather than by primary election.  The Democratic Party used the primary election for all U.S. House Districts except Districts 6 and 9.  The District 6 and 9 convention/caucus dates were scheduled after no candidates qualified for the primary election.  The Democratic convention date for District 6 was June 11, 2022, and the caucus date for District 9 was May 21, 2022.  The Republican Party used the primary election for U.S. House Districts 1-4, 6, 7 and 9.  The Republican Party convention/canvass date is May 21, 2022, for Districts 5, 8 and 10.  The Republican Party convention/canvass date for District 11 is May 7, 2022.  Convention nominees are noted with an asterisk.",,,,,,
4151,VA,Virginia,07,H2VA10216,,Bryce E.,Reeves,"Reeves, Bryce E.",,R,7580,20.1018351543439%,,,,,,,,,,,"*  In Virginia, the Democratic and Republican Parties may choose to nominate by convention rather than by primary election.  The Democratic Party used the primary election for all U.S. House Districts except Districts 6 and 9.  The District 6 and 9 convention/caucus dates were scheduled after no candidates qualified for the primary election.  The Democratic convention date for District 6 was June 11, 2022, and the caucus date for District 9 was May 21, 2022.  The Republican Party used the primary election for U.S. House Districts 1-4, 6, 7 and 9.  The Republican Party convention/canvass date is May 21, 2022, for Districts 5, 8 and 10.  The Republican Party convention/canvass date for District 11 is May 7, 2022.  Convention nominees are noted with an asterisk.",,,,,,
4152,VA,Virginia,07,H2VA07287,,Crystal L.,Vanuch,"Vanuch, Crystal L.",,R,6400,16.9725257239843%,,,,,,,,,,,"*  In Virginia, the Democratic and Republican Parties may choose to nominate by convention rather than by primary election.  The Democratic Party used the primary election for all U.S. House Districts except Districts 6 and 9.  The District 6 and 9 convention/caucus dates were scheduled after no candidates qualified for the primary election.  The Democratic convention date for District 6 was June 11, 2022, and the caucus date for District 9 was May 21, 2022.  The Republican Party used the primary election for U.S. House Districts 1-4, 6, 7 and 9.  The Republican Party convention/canvass date is May 21, 2022, for Districts 5, 8 and 10.  The Republican Party convention/canvass date for District 11 is May 7, 2022.  Convention nominees are noted with an asterisk.",,,,,,
